Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Category,GTIN,Square Online Item Visibility,Item Type,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Archived,Skip Detail Screen in POS,Default Unit Cost,Current Quantity MacGillivray LLC,Stock Alert Enabled MacGillivray LLC,Stock Alert Count MacGillivray LLC,Modifier Set - Woven Basket,Tax - Sales Tax (6.25%)
#olasagasti-yellowfin-tuna-regular,F5GQCEU55IK7RQGY23OEBU4A,Olasagasti Yellowfin Tuna,Regular,NA,6608465,NA,Tinned Fish,8425147512360,visible,Prepared food and beverage,NA,NA,NA,Y,11.00,N,N,8,1,NA,NA,N,N
#old-brooklyn-mustards-bohemian-blend-regular,TOCQQNS3OXMFQUR5JF45DI3Q,Old Brooklyn Mustards - Bohemian Blend,Regular,NA,864765000480,NA,FOOD,NA,hidden,Prepared food and beverage,N,NA,NA,Y,6.00,N,N,3.69,0,NA,NA,N,N
#old-brooklyn-mustards-deli-style-regular,MGPJILICKQEJEFZ2MRPEUP7H,Old Brooklyn Mustards - Deli Style,Regular,NA,864765000442,NA,FOOD,NA,hidden,Prepared food and beverage,N,NA,NA,Y,6.00,N,N,3.69,0,NA,NA,N,N
#old-brookyln-mustards-smoked-cleveland-caviar-regular,CPBO5OLY2PXKUVP5NWBZX7PP,Old Brookyln Mustards - Smoked Cleveland Caviar,Regular,NA,864765000497,NA,FOOD,NA,hidden,Prepared food and beverage,N,NA,NA,Y,8.00,N,N,8.5,0,NA,NA,N,N
#old-chatham-boujee-bleu-regular,EIFN3ISCSY4QSH6Z4M3ZPCUS,Old Chatham Boujee Bleu,Regular,NA,639511400087,NA,FOOD,NA,visible,Prepared food and beverage,N,N,Y,Y,8.00,N,N,4.99,0,NA,NA,N,N
#old-chatham-creamery-gouda-regular,NM4OR7CH3NXZQWCUAM3Z2QLM,Old Chatham Creamery Gouda,Regular,NA,639511740008,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,N,Y,10.00,N,N,5.2,0,Y,8,N,N
#olea-pia-chili-oil-regular,2PEFRGPUSSTIZHO67QTUF6YT,Olea Pia Chili Oil,Regular,NA,3770023368100,NA,FOOD,3770023368100,visible,Prepared food and beverage,NA,NA,NA,NA,20.00,N,NA,9.09,12,NA,NA,N,N
#olli-calabrese-spicy-salami-regular,FKMDZSJ5MHNDZZTKWQLKIK76,Olli Calabrese Spicy Salami,Regular,NA,850801003027,NA,FOOD,850801003027,visible,Prepared food and beverage,N,N,Y,Y,13.00,N,N,8.74,0,Y,3,N,N
#olli-prosciutto-snack-pack-regular,IPNU3PT7XKDPQLH7N7GSYGE7,Olli Prosciutto Snack Pack,Regular,NA,813039021942,NA,FOOD,813039021942,hidden,Prepared food and beverage,N,N,Y,Y,7.00,N,N,4.7,-1,Y,3,N,N
#olli-salumeria-sopressata-cheddar-and-cracker-snack-tray-regular,EA5ZGUQYSL7MS2C7GNFGVTTJ,"Olli Salumeria Sopressata, Cheddar and Cracker Snack Tray",Regular,NA,813039022062,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,7.00,N,NA,4,3,NA,NA,N,N
#olli-wild-boar-applewood-smoked-salami-regular,52GFUQVMQOEFZ3GUPMK67YZ5,Olli Wild Boar Applewood Smoked Salami,Regular,NA,850801003997,NA,FOOD,850801003997,visible,Prepared food and beverage,N,N,Y,Y,16.00,N,N,11,12,Y,3,N,N
#olympia-provisions-chorizo-rioja-regular,2LFI7J4ZGQW3YEEJ3FQ55A5L,Olympia Provisions Chorizo Rioja,Regular,NA,852701004142,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,NA,8.19,0,NA,NA,N,N
#olympia-provisions-saucisson-d-alsace-regular,2WEM2PJXWOMW5HLN2HLW6ZDB,Olympia Provisions Saucisson D'Alsace,Regular,NA,852701004081,NA,FOOD,NA,hidden,Prepared food and beverage,NA,NA,Y,Y,12.00,N,N,8.19,0,NA,NA,N,N
#ommagang-hennepin-4-pack-regular,UQZ7ZB4PQBVJAKGG2P2Q45PO,Ommagang Hennepin 4 Pack,Regular,NA,NA,NA,Beer,649440000234,visible,Prepared food and beverage,NA,NA,N,Y,14.00,N,NA,9.8,2,N,0,N,N
#ommegang-quadrupel-3-philosophers-4pk-regular,QRM225JUDQVTWW46LHGQZDXZ,"Ommegang, Quadrupel 3 Philosophers, 4pk",Regular,NA,NA,NA,Beer,649440002931,hidden,Prepared food and beverage,NA,NA,NA,Y,20.00,N,NA,13.33,0,N,0,N,N
#omsom-garlic-black-pepper-saucy-noodles-regular,SSSWTWEULIZFA63SLLHZ2G3M,OmsOM Garlic Black Pepper Saucy Noodles,Regular,NA,850013525607,NA,FOOD,850013525607,NA,Physical good,NA,NA,NA,NA,8.00,N,NA,1.68,16,NA,NA,N,N
#omsom-saucy-noodles-chili-sesame-regular,CKFM6QPW3X5SSYCD2HODSHQ7,Omsom Saucy Noodles Chili Sesame,Regular,NA,NA,NA,FOOD,850013525577,visible,Physical good,NA,NA,NA,NA,8.00,N,NA,1.68,16,NA,NA,N,N
#omsom-saucy-noodles-coconut-lemongrass-curry-regular,6FK2JKFNS2QF2B7COALFDON6,Omsom Saucy Noodles Coconut Lemongrass Curry,Regular,NA,NA,NA,FOOD,850013525591,visible,Physical good,NA,NA,NA,NA,8.00,N,NA,1.68,9,NA,NA,N,N
#onesto-gluten-free-everything-crackers-regular,ZUDMYGQVQXCBIGOKTVTJNNL2,Onesto Gluten Free Everything Crackers,Regular,NA,850004676028,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,10.00,N,N,6,3,Y,12,N,N
#onesto-gluten-free-rosemary-crackers-regular,ACNHC2CHCZALIUDW7MK4LTS4,Onesto Gluten Free Rosemary Crackers,Regular,NA,850004676011,NA,FOOD,NA,visible,Prepared food and beverage,N,N,N,Y,10.00,N,N,6,1,Y,12,N,N
#onesto-gluten-free-sea-salt-crackers-regular,45U4W5DYXVYA6DLQZCKGXLNW,Onesto Gluten Free Sea Salt Crackers,Regular,NA,850004676004,NA,FOOD,NA,visible,Prepared food and beverage,N,N,N,Y,10.00,N,N,6,0,N,12,N,N
#ooma-tesoros-marinara-sauce-regular,OCO7E5HE6DTXH4GJSWHMORSK,OomA Tesoros Marinara Sauce,Regular,NA,NA,NA,FOOD,854160002011,unavailable,Prepared food and beverage,N,N,N,N,10.00,N,N,6.17,17,NA,NA,N,N
#ooma-tesoros-marinara-sauce-1-regular,6QQWPQQHAQWHPWASU5AOOKRU,OomA Tesoros Marinara Sauce,Regular,NA,NA,NA,FOOD,854160002004,visible,Prepared food and beverage,NA,NA,NA,NA,14.00,N,NA,8.16,10,NA,NA,N,N
#orange-tango-vignoble-gilbert-chon-regular,YTKOR37DDZ4F6Z7IWG353IFV,Orange Tango Vignoble Gilbert Chon,Regular,NA,NA,"Vignoble Gilbert Chon
Bin 175",Wine,3292350070193,unavailable,Prepared food and beverage,N,N,N,N,23.00,N,N,16,1,Y,12,N,N
#orange-wine-tinned-fish-regular,WLSKHBMUDNPAB43XK2M2DRUL,Orange Wine & Tinned Fish,Regular,NA,NA,"Unwind, relax, and immerse yourself in the flavors and comforts of our luxurious room. Whether you choose to savor the Scout Smoked Wild Albacore Tuna with Brewer's Everything Crackers, pair it with a glass of Gulp Hablo Wine, or simply enjoy the convenience of the bamboo utensil kit, this amenity package is designed to create moments of pure pleasure and satisfaction during your stay.

*Basket available for additional fee

We offer in-store pickup Wed-Sat 11 am - 6:30 pm or Sunday 11 am - 5 pm.

Local Deliveries Only.",FOOD,NA,hidden,Prepared food and beverage,N,N,Y,Y,65.00,N,N,NA,0,NA,NA,Y,N
#orango-tango-regular,HPLQ5TLUUQH4ETQJ2J4L7VVV,Orango Tango,Regular,NA,899516002215,NA,Wine,NA,unavailable,Prepared food and beverage,N,N,Y,Y,21.00,Y,N,14.67,0,Y,5,N,N
#orango-tango-paso-robles-regular,4OKU4L4A4UXO4QVKZLCX763I,Orango Tango Paso Robles,Regular,NA,OTPR,Bin 169,Wine,NA,NA,Physical good,N,N,N,N,23.00,N,N,15.34,35,NA,NA,N,N
#organic-blueberries-regular,3PCAC7PYZYKO3Z57VWOU3OBW,Organic Blueberries,Regular,NA,NA,NA,FOOD,665290051349,visible,Physical good,NA,NA,NA,NA,6.00,N,NA,4.27,7,NA,NA,N,N
#organic-country-pork-pate-regular,AJANIDVYHYKOHOE3QB2VZQRZ,Organic Country Pork Pate,Regular,NA,NA,NA,NA,045885141004,visible,Prepared food and beverage,NA,NA,NA,NA,variable,N,NA,4.49,6,NA,NA,N,N
#organic-rice-gluten-free-penne-rigate-regular,6NC5VVYDJUDHHPYRSARVBVYC,Organic Rice Gluten Free Penne Rigate,Regular,NA,793232227078,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,7.00,N,N,4.55,0,Y,12,N,N
#orignal-blue-cheese-point-reyes-regular,KWMKPIF5R6XV3TQ7D67GNTNU,Orignal Blue Cheese Point Reyes,Regular,NA,827615000160,NA,FOOD,827615000160,NA,Prepared food and beverage,N,N,Y,Y,11.00,N,N,7.84,1,NA,NA,N,N
#ornament-3-round-distressed-green-patina-regular,7JDMNENCCWEK32ODNI2YQYQ2,"Ornament 3"" Round Distressed Green Patina",Regular,NA,191009546511,NA,Holiday,NA,visible,Prepared food and beverage,N,N,Y,Y,7.00,N,N,3.5,9,Y,0,N,Y
#ornament-3-round-hand-painted-paper-mache-w-flowers-regular,OCDPQBGXJABTS7U4WY6C2AKB,"Ornament 3"" Round Hand-Painted Paper Mache w/flowers",Regular,NA,191009570868,NA,Holiday,NA,hidden,Prepared food and beverage,N,N,Y,Y,6.00,N,N,NA,0,NA,NA,N,Y
#ornament-4-hobnail-mercury-glass-turquoise-regular,G4OF4CHMKNNE7GCMUB4ADR3M,"Ornament 4""Hobnail Mercury Glass Turquoise",Regular,NA,191009571070,NA,Holiday,NA,visible,Prepared food and beverage,N,N,Y,Y,11.00,N,N,5.5,1,NA,NA,N,Y
#ornament-embossed-mercury-glass-ornaments-small-2-for-5-00-regular,KUIESWB2XF37LDKSHBGTFU63,Ornament Embossed Mercury Glass Ornaments  Small 2 for $5.00,Regular,NA,NA,NA,Holiday,NA,unavailable,Prepared food and beverage,N,N,N,N,5.00,N,N,NA,-15,NA,NA,N,Y
#ornament-embossed-mercury-glass-ornaments-medium-sized-regular,GS3DHOZEAXNKMFJJTEUFI6ZS,Ornament Embossed Mercury Glass Ornaments Medium Sized,Regular,NA,191009572732,NA,Holiday,NA,unavailable,Prepared food and beverage,N,N,N,N,4.00,N,N,17.5,11,NA,NA,N,Y
#ornament-metal-ball-with-star-on-jute-rope-regular,MTL4DLK5CU5Q2XACMZXYFUKX,Ornament Metal Ball with Star on Jute Rope,Regular,NA,191009472681,NA,Holiday,191009472681,visible,Prepared food and beverage,N,N,Y,Y,13.00,N,N,6.5,4,NA,NA,N,Y
#ornament-plaid-4-round-regular,CUXYVCZAIXFKTNXPCQQJ6QPN,"Ornament Plaid 4"" Round",Regular,NA,191009473749,NA,Holiday,NA,visible,Prepared food and beverage,N,N,Y,Y,8.00,N,N,4,8,NA,NA,N,Y
#ornament-small-glass-5-for-10-regular,QQBASRVAQBFMGXFLXQO24NON,Ornament Small Glass 5 For $10,Regular,NA,NA,NA,Merchandise (non-food),NA,NA,Prepared food and beverage,N,N,N,N,variable,N,N,NA,-3,NA,NA,N,Y
#ornaments-gold-paper-3-styles-regular,TZMVLKIBF2KE2V6AZSHZJR4J,"Ornaments, Gold Paper 3 Styles",Regular,NA,191009536406,NA,Holiday,NA,visible,Prepared food and beverage,N,N,Y,Y,9.00,N,N,4.5,19,NA,NA,N,Y
#ortiz-white-tuna-olive-oil-jar-regular,Q5BH3QK52QEIAUNV3AUU73BL,Ortiz White Tuna Olive Oil Jar,Regular,NA,686412282984,NA,Tinned Fish,NA,visible,Prepared food and beverage,NA,NA,NA,NA,18.00,N,N,11.37,0,NA,NA,N,N
#ortiz-white-tuna-regular,527I7BTIT3D7U4A5KJEUV662,Ortiz white tuna,Regular,NA,NA,NA,Tinned Fish,8411320234006,visible,Prepared food and beverage,NA,NA,NA,NA,12.00,N,N,6.79,0,NA,NA,N,N
#ottouve-gragnano-regular,HE5HS6BVO3BL2OVAAWKLSOJS,Ottouve Gragnano,Regular,NA,NA,"Bin 30
Salvatore Marusciello Gragnano 'Ottouve' Gragnano is a red wine produced in the Campania region of southern Italy. It is made from a blend of several grape varieties, including Piedirosso, Aglianico, Sciascinoso, Supprezza, Castagnara, Olive IIa, Sauca, Surbegna, and other indigenous varieties that are native to the region.
The wine is named after the town of Gragnano, which is known for its production of pasta and its long tradition of winemaking. The grapes for this wine are grown in the hillsides surrounding the town, where the soils are volcanic and rich in minerals.
Salvatore Marusciello Gragnano 'Ottouve' Gragnano is a lively and flavorful wine, with aromas of red fruit, herbs, and spices. On the palate, it is fresh and juicy, with flavors of cherry, raspberry, and a subtle hint of black pepper. The wine is light-bodied and easy-drinking, with a refreshing acidity that makes it an ideal pairing for a variety of dishes, including pizza, pasta, and grilled meats.
The wine is produced using traditio",Wine,716146882300,visible,Prepared food and beverage,N,N,N,Y,30.00,N,N,20,8,Y,5,N,N
#our-daily-eats-granola-maple-crunch-regular,VHTIZ42BPXDVTC2WLJESZYVC,Our Daily Eats Granola Maple Crunch,Regular,NA,705105281278,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,6.00,N,NA,3.75,0,NA,NA,N,N
#our-daily-eats-granola-oh-honey-gluten-free-regular,LBQZL3ZFWB4IBEOQOOBBEM6S,Our Daily Eats Granola Oh Honey Gluten Free,Regular,NA,NA,NA,FOOD,094922666628,visible,Physical good,NA,NA,NA,NA,6.00,N,NA,3.75,2,NA,NA,N,N
#oxbow-brewing-farm-house-pale-ale-six-pack-box-regular,5BHXZ7OEJAFJ3H2V56PPQZ7V,Oxbow Brewing - Farm House Pale Ale - Six Pack Box,Regular,NA,365188M,Oxbow Beer,Beer,778238723717,hidden,Prepared food and beverage,N,NA,NA,Y,16.00,N,N,11.33,0,N,4,N,N
#oxbow-brewing-luppolo-four-pack-can-regular,J6S2TKM6734WL7APYRFZPP5A,Oxbow Brewing - Luppolo - Four  Pack Can,Regular,NA,899981B,NA,Beer,776278829277,hidden,Prepared food and beverage,N,N,N,Y,16.00,N,N,11.4,0,N,4,N,N
#oyster-river-morphos-p-t-nat-cayuga-white-seyval-blanc-dsc-regular,64P7KZIY4WEU5RCWPR5WOYQH,Oyster River 'Morphos' Pét Nat (Cayuga White/Seyval Blanc) DSC,Regular,NA,MORPHOS,"DSC
Oyster River Morphos Pet Nat is a sparkling wine that's like a party in your mouth - with bubbles that tickle your tongue and flavors that make you want to dance. It's the kind of wine that you drink when you're feeling fancy, but also want to let loose and have a good time. This wine is like a butterfly emerging from its cocoon - vibrant, colorful, and full of life. One sip, and you'll feel like you're flying through a field of flowers, with the wind in your hair and a glass of Oyster River Morphos Pet Nat in your hand.
This wine is so effervescent, it's like a unicorn in a bottle - rare, magical, and brings a smile to your face. It's the perfect accompaniment to a night of karaoke or a girls' night out. So, go ahead, pop the cork, and let Oyster River Morphos Pet Nat take you on a wild ride. Just be careful not to drink too much, or you might find yourself singing show tunes at the top of your lungs (not that there's anything wrong with that).",Wine,NA,unavailable,Prepared food and beverage,N,N,N,Y,17.00,Y,N,12,0,Y,5,N,N
#passata-della-nonna-in-bottiglia-birra-330g-default,BIZXBAHG5ULBR5VAITKD6KSS,PASSATA della NONNA in BOTTIGLIA BIRRA 330g,default,NA,8051513038136,"Passata di pomodoro di ottima densità ideale per salse da cucinare in pochi minuti. La nostra passata si caratterizza per la sua consistenza morbida ma allo stesso tempo gustosa. Ottenuta esclusivamente da pomodoro fresco italiano selezionato sin dal campo in fase di maturazione, e realizzata a poche ore dalla raccolta dei pomodori freschi. Conservare in luogo asciutto non esporre ai raggi di sole. Dopo l’apertura conservare in frigo e consumare in 2-3 giorni.
Tomato puree of excellent density ideal for sauces to be cooked in a few minutes. Obtained exclusively from fresh Italian tomatoes selected from the field during the ripening phase, and made a few hours after the fresh tomatoes are harvested. Store in a dry and cool place, away from direct sunlights. After opening, keep refrigerated and use in 2-3 days.",FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,6.00,N,N,NA,0,Y,6,N,N
#peperoni-arrostiti-al-naturale-400g-default,TD3HOOA5QGFFQGNGBB4RHWSR,PEPERONI ARROSTITI AL NATURALE 400g,default,NA,8051513033025,"L’Orto di Italianavera nasce dall’esigenza di raccontare la coltura rotativa delle terre nelle quali, durante i periodi lontani dall’estate, ci si dedica alla coltivazione dei pomodori, ed il tempo trascorre a coltivare nuovi ortaggi e verdure che sono una parte importante della nostra dieta e che rappresentano l’altro volto dei terreni fertili in cui viviamo.
Conservare in luogo fresco e asciutto non esporre ai raggi di sole.
NATURAL ROASTED PEPPERS 400g
Fresh and natural roasted peppers ready to eat and perfect as side dish. Store in a cool and dry place, keep away from direct sunlight. After opening, keep refrigerated and use within a week.",FOOD,NA,hidden,Prepared food and beverage,N,NA,NA,Y,13.00,N,N,NA,0,Y,12,N,N
#pomodorino-ciliegino-400g-default,YSOC5TYURRUKKOK6XNE6OVML,POMODORINO CILIEGINO 400g,default,NA,8051513038129,"Piccolo e tondo come una ciliegia, è una delle varietà di pomodoro più rappresentative del mangiar bene. Coltivato in zona collinare, in particolari condizioni climatiche, dona dolcezza e carattere ai tuoi sughi. Immerso nel suo succo, si può usare per preparare numerose pietanze tipiche della cucina italiana di qualità. Conservare in luogo asciutto dopo l’apertura conservare in contenitore ermetico e consumare entro 2-3 gg.
Small and round like a cherry, it is one of the most representative tomato varieties of eating well. Grown in a hilly area, in particular climatic conditions, it gives sweetness and character to your sauces. Immersed in its juice, it can be used to prepare numerous dishes typical of quality Italian cuisine. Store in a cool and dry place, after opening, store in the fridge and consume within 2-3 days.",FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,5.00,N,N,NA,9,Y,6,N,N
#pomodorino-del-piennolo-del-vesuvio-dop-in-succo-400g-default,W4JWPL6WVDG5VVDC4WKREE33,POMODORINO DEL PIENNOLO DEL VESUVIO DOP IN SUCCO 400g,default,NA,8051513038198,"VESUVIELLO - Pomodoro non pelato intero di ""Pomodoro del Piennolo DOP"" in conserva.
La nostra Conserva di Pomodorini del Piennolo del Vesuvio DOP ha un gusto unico ed intenso con una consistenza corposa. Conservati in latta con il loro prezioso succo ti regalano tutta l’intensità della nostra terra, merito della poca acqua utilizzata per coltivarli e della ricchezza dei terreni vulcanici. Donano carattere ed unicità alle pietanze sia a base di carne che pesce. Conservare in luogo asciutto dopo l’apertura conservare in contenitore ermetico e consumare entro 2-3 gg. Our tomato preserve of Piennolo del Vesuvio DOP has a unique and intense taste with a full-bodied consistency. Preserved in tins with their precious juice, they give you all the intensity of our land, thanks to the little water used to cultivate them and the richness of the volcanic soils. Store in a cool, dry place, after opening, store in the fridge and consume within 2-3 days.",FOOD,NA,visible,Prepared food and beverage,NA,NA,NA,Y,6.00,N,N,NA,3,Y,6,N,N
#pummarulella-pomodorino-giallo-del-vesuvio-in-acqua-520g-default,B6G7QY3DXZX2MEUW5755S6CX,PUMMARULELLA - pomodorino Giallo del Vesuvio in acqua 520g,default,NA,8051513035029,"In questa versione “trasparente ” i nostri Pomodorini gialli, sono immersi in acqua e sale, quindi al naturale per mantenere integro gusto, colore e freschezza del periodo estivo ma con un plus: la buccia, che per natura è croccante, si ammorbidisce per la sua permanenza in acqua e rende inconfondibile il sapore di questo pomodorino. Da mangiare al naturale ma anche con crostacei ne esalta il gusto e dona carattere anche a preparazioni semplici. Conservare in luogo asciutto dopo l’apertura conservare in frigo e  consumare entro 2-3 gg.
In this ""transparent"" version, our yellow tomatoes are immersed in water and salt to keep the taste, color and freshness of the summer period intact but with a plus: the peel, which by nature is crunchy, softens due to the its permanence in water and makes the flavor of this tomato unmistakable. To be eaten naturally but also with shellfish, gives character even to simple preparations. Store in a cool, dry place, after opening, consume in 3/4 days.",FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,13.00,N,NA,10.25,0,NA,NA,N,N
#puttanesca-sudo-di-pomodoro-con-olive-e-capperi-250g-default,4KIAR3VZSG5RY7LN6NBWGBSD,PUTTANESCA - sudo di pomodoro con olive e capperi 250g,default,NA,8051513030338,"Sugo classico di pomodoro con olive e capperi in olio evo. Conservare in luogo fresco e asciutto non esporre ai raggi di sole. Dopo l’apertura conservare in frigo e  consumare entro una settimana.
Tomato sauce with olives and capers in extra virgin olive oil. Store in a cool and dry place, do not expose to sunlight. After opening, keep refrigerated and use within a week.",FOOD,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,10.00,N,NA,NA,0,NA,NA,N,N
#palacios-mild-chorizo-regular,BQQSHOE7YPGVRNKQGLGEMIZU,Palacios Mild Chorizo,Regular,NA,648230001376,NA,FOOD,648230001376,hidden,Prepared food and beverage,N,N,Y,Y,13.00,N,N,10.55,0,NA,NA,N,N
#palacios-picante-chorizo-regular,YP33AEEDE4B7KSOETEBIPSSK,Palacios Picante Chorizo,Regular,NA,NA,NA,FOOD,648230001420,visible,Prepared food and beverage,NA,NA,Y,Y,13.00,N,N,9.05,0,Y,4,N,N
#pantheon-soy-wax-candle-regular,MDZWXZ254IHQ3QEBNT6U6KXX,Pantheon Soy Wax Candle,Regular,NA,Q885781,NA,Misc.,NA,hidden,Prepared food and beverage,NA,NA,NA,Y,18.00,N,NA,NA,0,NA,NA,N,N
#parajes-del-valle-bobal-rosado-regular,E6D4UEYUSKKW4CL7XHCPWHOF,Parajes Del Valle Bobal Rosado,Regular,NA,NA,"Bin 165
Ordering on pause -MP 6.6.24",Wine,8423110752935,NA,Physical good,N,N,N,N,21.00,N,N,11.33,17,NA,NA,N,N
#parajes-del-valle-macabeo-white--regular,KD55DX2FI6GY5O74OQEJAAXX,Parajes Del Valle Macabeo (White),Regular,NA,8423110752942,Bin 221,Wine,NA,unavailable,Prepared food and beverage,N,N,N,N,21.00,N,N,12,6,Y,5,N,N
#parajes-del-valle-maceracion-macebo-orange--regular,PHUA6XMW42TOT3H2MS4L5G4U,Parajes Del Valle Maceracion Macebo (Orange),Regular,NA,NA,Bin 223,Wine,8423110752959,unavailable,Prepared food and beverage,N,N,N,N,21.00,N,N,12,18,Y,12,N,N
#parajes-del-valle-monastrell-jumilla-red--regular,24HK3M72R4DARMIML3I5OH56,Parajes Del Valle Monastrell Jumilla (Red),Regular,NA,8423110755530,Bin 222,Wine,NA,NA,Prepared food and beverage,N,N,N,N,21.00,N,N,11.33,21,NA,NA,N,N
#parmesan-rinds-regular,PHN5ZRUZN3Z7UJC4QDC4FU5L,Parmesan Rinds,Regular,NA,parmrind,NA,Cheese,NA,visible,Prepared food and beverage,N,N,N,N,10.00,N,N,NA,0,NA,NA,N,Y
#parmigiano-reggiano-regular,IHEHGUYMS6WXSX4HRVP6VNFC,Parmigiano Reggiano,Regular,NA,534515S,NA,FOOD,NA,visible,Prepared food and beverage,N,NA,N,Y,15.00,N,N,10.69,1,Y,6,N,N
#parmigiano-reggiano-24-months-grass-fed-gluten-free-regular,Z26YIQNZLE2E2UG3JXMJABLU,"Parmigiano Reggiano 24 Months (Grass Fed, Gluten Free",Regular,NA,852061008514,NA,FOOD,NA,visible,Physical good,NA,NA,NA,NA,9.00,N,NA,6.4,0,NA,NA,N,N
#parmigiano-reggiano-brown-cow-regular,63H3344SZAGGRE2IFYE2TAOS,Parmigiano Reggiano Brown Cow,Regular,Pound 1.00,00070,NA,FOOD,NA,unavailable,Prepared food and beverage,NA,NA,NA,NA,32.00,N,NA,NA,-47.9,NA,NA,N,N
#partida-creus-muz-ver-muz-natural-vermouth-blend-changes--regular,FOC2DXZMJPVVY5SQSWVXKJUL,Partida Creus 'Muz'Ver-Muz Natural vermouth (Blend Changes),Regular,NA,MUZ VERMOUTHI,NA,Wine,NA,hidden,Prepared food and beverage,NA,NA,N,Y,29.00,N,N,20,0,N,0,N,N
#passata-di-pomodoro-tomato-pureee-tin-regular,RSFY2LBEOO3Z5I4LJQLLDJB2,Passata Di Pomodoro Tomato Pureee Tin,Regular,NA,8051513038112,NA,FOOD,NA,visible,Prepared food and beverage,NA,NA,Y,Y,7.00,N,NA,3,11,NA,NA,N,N
#passatempo-vinho-verde-regular,7ONRHSY3QSVGXQAMHUJWZZTM,Passatempo Vinho Verde,Regular,NA,NA,NA,Wine,5602445008105,visible,Prepared food and beverage,N,N,Y,Y,14.00,N,N,5.09,6,Y,12,N,N
#pasta-night-60-recipes-for-date-nights-lazy-nights-and-party-nights-by-deborah-kaloper-regular,55EGC55FZG6CYSPRN663GUF2,"Pasta Night: 60+ Recipes for Date Nights, Lazy Nights, and Party Nights by Deborah Kaloper",Regular,NA,NA,NA,Merchandise (non-food),9781922417879,visible,Prepared food and beverage,NA,NA,NA,NA,19.95,N,NA,9.97,3,NA,NA,N,Y
#pastificio-g-di-martino-macaroni-regular,R6XHZUEYXYIN2A32IOTKJFVI,Pastificio G. Di Martino Macaroni,Regular,NA,NA,NA,FOOD,818928000671,NA,Prepared food and beverage,N,N,N,N,8.00,N,N,2.44,10,NA,NA,N,N
#pastificio-g-di-martino-penne-regular,H42OQNAW73EM7OWSYH475BUD,Pastificio G. Di Martino Penne,Regular,NA,818928000114,NA,FOOD,818928000114,unavailable,Prepared food and beverage,N,N,Y,Y,8.00,N,N,2.58,5,Y,4,N,N
#pastificio-g-di-martino-rigatoni-pasta-regular,HECX6DZARXLQQWD2VD4BQKWI,Pastificio G. Di Martino Rigatoni Pasta,Regular,NA,818928000084,NA,FOOD,818928000084,NA,Prepared food and beverage,N,N,N,N,8.00,N,N,2.7,1,NA,NA,N,N
#pastificio-g-di-martino-paccheri-pasta-regular,IUADG7RRFTH7S3I2U35HCHXW,Pastificio G. Di Martino: Paccheri Pasta,Regular,NA,NA,NA,FOOD,818928000701,NA,Prepared food and beverage,N,N,N,N,8.00,N,N,3.92,0,NA,NA,N,N
#pastificio-di-martino-bucatini-pasta-regular,DRPE6CQXRSWNMKF6EBMKAWS7,Pastificio di Martino Bucatini Pasta,Regular,NA,NA,NA,FOOD,8002459901091,NA,Prepared food and beverage,N,N,N,N,8.00,N,N,2.48,0,NA,NA,N,N
